iter	Passed	Remaining
844	5432	996
845	5438	990
846	5443	983
847	5449	976
848	5454	970
849	5459	963
850	5465	956
851	5470	950
852	5475	943
853	5481	937
854	5488	930
855	5495	924
856	5501	917
857	5505	911
858	5509	904
859	5515	897
860	5521	891
861	5527	884
862	5582	886
863	5586	879
864	5590	872
865	5595	865
866	5599	859
867	5604	852
868	5608	845
869	5613	838
870	5617	832
871	5622	825
872	5626	818
873	5630	811
874	5635	805
875	5640	798
876	5645	791
877	5650	785
878	5655	778
879	5661	772
880	5668	765
881	5673	759
882	5677	752
883	5682	745
884	5688	739
885	5694	732
886	5698	726
887	5703	719
888	5707	712
889	5711	705
890	5716	699
891	5720	692
892	5724	685
893	5731	679
894	5739	673
895	5745	666
896	5750	660
897	5756	653
898	5761	647
899	5767	640
900	5772	634
901	5777	627
902	5781	621
903	5787	614
904	5795	608
905	5802	602
906	5808	595
907	5813	589
908	5817	582
909	5821	575
910	5825	569
911	5829	562
912	5833	555
913	5838	549
914	5842	542
915	5848	536
916	5853	529
917	5857	523
918	5864	516
919	5872	510
920	5876	504
921	5881	497
922	5885	490
923	5890	484
924	5896	478
925	5902	471
926	5908	465
927	5912	458
928	5917	452
929	5922	445
930	5926	439
931	5931	432
932	5936	426
933	5941	419
934	5948	413
935	5954	407
936	5958	400
937	5962	394
938	5967	387
939	5971	381
940	5975	374
941	5979	368
942	5985	361
943	5990	355
944	5996	348
945	6000	342
946	6007	336
947	6013	329
948	6018	323
949	6024	317
950	6029	310
951	6033	304
952	6038	297
953	6044	291
954	6050	285
955	6055	278
956	6061	272
957	6066	265
958	6070	259
959	6076	253
960	6083	246
961	6088	240
962	6094	234
963	6099	227
964	6106	221
965	6112	215
966	6119	208
967	6125	202
968	6130	196
969	6136	189
970	6141	183
971	6147	177
972	6153	170
973	6158	164
974	6164	158
975	6170	151
976	6177	145
977	6182	139
978	6187	132
979	6192	126
980	6197	120
981	6202	113
982	6207	107
983	6211	101
984	6219	94
985	6227	88
986	6232	82
987	6240	75
988	6245	69
989	6250	63
990	6255	56
991	6259	50
992	6264	44
993	6269	37
994	6273	31
995	6280	25
996	6287	18
997	6291	12
998	6296	6
999	6300	0
