iter	Logloss
0	0.4885482897
1	0.388848572
2	0.3196434705
3	0.2677025291
4	0.2344263131
5	0.2130020666
6	0.1934205789
7	0.1828922238
8	0.1739384836
9	0.1674695672
10	0.1591397539
11	0.1512760794
12	0.1460581318
13	0.142102433
14	0.1391642402
15	0.1368992234
16	0.1344150261
17	0.1319530426
18	0.1301923301
19	0.1274476198
20	0.1260344738
21	0.1230078896
22	0.1171180674
23	0.1160668995
24	0.1121642191
25	0.1089863381
26	0.1073947024
27	0.1055890744
28	0.09081755193
29	0.08857815439
30	0.08757801007
31	0.08662109215
32	0.08559709458
33	0.08436295153
34	0.08378864369
35	0.08245269151
36	0.08149832959
37	0.08006304475
38	0.07799555118
39	0.07750866096
40	0.07651827153
41	0.07602678406
42	0.07511928837
43	0.07097803632
44	0.06986891168
45	0.0688188163
46	0.06777195064
47	0.06732564949
48	0.06639751057
49	0.06556040094
50	0.06486418716
51	0.06412281126
52	0.06154080071
53	0.0570091069
54	0.05591325593
55	0.05545043258
56	0.05486371331
57	0.05393220895
58	0.05327921527
59	0.0528157845
60	0.0521039225
61	0.05142406571
62	0.04760461782
63	0.04721189477
64	0.04619805679
65	0.04562059124
66	0.04511916015
67	0.04493112614
68	0.04423751817
69	0.04122412543
70	0.04093442329
71	0.04021952233
72	0.03959087914
73	0.03911129604
74	0.03885469603
75	0.03867391771
76	0.0383779574
77	0.03809665805
78	0.03742498332
79	0.0370432714
80	0.03675392944
81	0.0363221089
82	0.03462382002
83	0.03433925222
84	0.03403194595
85	0.03385865565
86	0.03350119796
87	0.03312367207
88	0.03282681839
89	0.03259037161
90	0.03218640057
91	0.0317543438
92	0.03154043781
93	0.03116619105
94	0.030922966
95	0.03069604412
96	0.03051344393
97	0.03030259907
98	0.03013429456
99	0.0299062116
100	0.02972812411
101	0.02958178247
102	0.02942115358
103	0.02907936535
104	0.02889913745
105	0.0286476965
106	0.02854342255
107	0.02838791991
108	0.02824027276
109	0.02808920948
110	0.02795234852
111	0.02699447311
112	0.02668443316
113	0.02650175097
114	0.02627702107
115	0.02543281221
116	0.02521164779
117	0.02500715079
118	0.02490011225
119	0.02474248141
120	0.02460533976
121	0.0244771694
122	0.02429268735
123	0.02419285656
124	0.02394627055
125	0.02369045376
126	0.02336994965
127	0.02321140524
128	0.02310928625
129	0.02302335525
130	0.02288337778
131	0.02276787111
132	0.02261953736
133	0.02255054704
134	0.02233677609
135	0.02223192015
136	0.02210223445
137	0.02198764289
138	0.02181629347
139	0.02163579979
140	0.02150489532
141	0.0213932868
142	0.02118987827
143	0.0207067319
144	0.02057486252
145	0.02045429653
146	0.02036949228
147	0.02027731491
148	0.02014304635
149	0.01999393523
150	0.01981692823
151	0.01963118575
152	0.01938373138
153	0.01925237882
154	0.01907771343
155	0.01880450773
156	0.01860333273
157	0.01840043301
158	0.01833534045
159	0.01823231799
160	0.01811593648
161	0.01802987938
162	0.01800074946
163	0.01793661155
164	0.01773297421
165	0.01765345093
166	0.01759114567
167	0.0174982249
168	0.01737630538
169	0.01731885041
170	0.01725700581
171	0.01718416952
172	0.01706876479
173	0.01703219271
174	0.01695328342
175	0.01687907048
176	0.01678755247
177	0.0166724351
178	0.01657999465
179	0.01648718668
180	0.01637085663
181	0.01621493924
182	0.01617099388
183	0.01605484987
184	0.01601834324
185	0.015918241
186	0.01583459434
187	0.01575430544
188	0.01565596857
189	0.01558254065
190	0.01544276878
191	0.01538213161
192	0.01530632412
193	0.01526183512
194	0.01516426197
195	0.01510166948
196	0.0150359101
197	0.01503588245
198	0.01503587353
199	0.01503584906
200	0.01503577152
201	0.01503572826
202	0.01503568282
203	0.01502481522
204	0.01496965255
205	0.01491888089
206	0.01473944173
207	0.0146994276
208	0.01459861997
209	0.0145476327
210	0.0145007489
211	0.01431505246
212	0.01426480355
213	0.0141127985
214	0.0140721254
215	0.01403388044
216	0.01393846138
217	0.01393460899
218	0.01389962729
219	0.01381231545
220	0.0136748276
221	0.01362588981
222	0.0135425577
223	0.01347991428
224	0.01343428327
225	0.01343426413
226	0.01331949896
227	0.01331947346
228	0.01331945488
229	0.01331937136
230	0.0133193367
231	0.01331571273
232	0.01322663663
233	0.01311704936
234	0.01283621533
235	0.01262921572
236	0.01253123551
237	0.01241286593
238	0.0123810366
239	0.01238100966
240	0.01238096789
241	0.01238094733
242	0.01238091765
243	0.01238085585
244	0.01238080466
245	0.01237234208
246	0.01234408209
247	0.01229834121
248	0.01222677586
249	0.01215811099
250	0.0121160616
251	0.01202446934
252	0.01192876262
253	0.01187811131
254	0.01183894553
255	0.01173214082
256	0.01169495564
257	0.01165538482
258	0.01165532157
259	0.01164971224
260	0.01161161012
261	0.01154490765
262	0.01149566888
263	0.01139429063
264	0.01126600947
265	0.01119463408
266	0.01094553061
267	0.01088692719
268	0.01086893423
269	0.01084299482
270	0.01077943192
271	0.01073699091
272	0.01066589111
273	0.01063436273
274	0.0105879433
275	0.01053587836
276	0.01051922343
277	0.01042251906
278	0.01038953025
279	0.01035246912
280	0.01029238867
281	0.01018259131
282	0.01015683812
283	0.01012236433
284	0.01007569722
285	0.01004910901
286	0.01001681809
287	0.009999555464
288	0.009999566422
289	0.009999534396
290	0.009998148857
291	0.009969579242
292	0.009937692756
293	0.0099376615
294	0.009937627813
295	0.009937606013
296	0.009937580075
297	0.009937548517
298	0.009937546919
299	0.009937542645
300	0.009937525001
301	0.009937541585
302	0.009937427553
303	0.009937449632
304	0.009937418084
305	0.009933645341
306	0.009907583451
307	0.009871478598
308	0.009809225971
309	0.009797759135
310	0.009771734388
311	0.009698950531
312	0.009665725106
313	0.009578860234
314	0.009535843682
315	0.009501798224
316	0.009469123224
317	0.009469123224
318	0.009448594228
319	0.009214217886
320	0.009083755732
321	0.009014027094
322	0.008724225711
323	0.008690299675
324	0.008627563046
325	0.008598517798
326	0.008584471258
327	0.0085423637
328	0.008517902265
329	0.008486262974
330	0.008453352355
331	0.008427438562
332	0.008402885992
333	0.008388869187
334	0.008350040491
335	0.00829049121
336	0.008267950023
337	0.00824008679
338	0.008192417764
339	0.008145452875
340	0.008107290927
341	0.008059624435
342	0.00804289534
343	0.008042764411
344	0.008030912966
345	0.007966197645
346	0.007936303504
347	0.007908986537
348	0.007865286076
349	0.007843464881
350	0.007796537781
351	0.007767577549
352	0.007750693077
353	0.007709284504
354	0.007669589907
355	0.007655554253
356	0.007645382736
357	0.007621972071
358	0.00756811261
359	0.007546397713
360	0.007528101683
361	0.007512629547
362	0.007478736521
363	0.00746175167
364	0.007432195226
365	0.007432195226
366	0.007432195226
367	0.007331903751
368	0.00730832275
369	0.007281647401
370	0.007281577132
371	0.007242400813
372	0.007242359411
373	0.007242338533
374	0.007242298523
375	0.007242271541
376	0.007242271017
377	0.007242236339
378	0.007242219529
379	0.007242185446
380	0.007242182062
381	0.007242126424
382	0.007242102998
383	0.007242067265
384	0.007242026598
385	0.007241994207
386	0.007219547412
387	0.007219514789
388	0.007219452852
389	0.007219425297
390	0.007219414633
391	0.007219405502
392	0.007219315494
393	0.007219281274
394	0.007219251493
395	0.007219230066
396	0.00721921148
397	0.007219209725
398	0.007219190804
399	0.007219180631
400	0.007219180483
401	0.007219168822
402	0.007219187987
403	0.007219161254
404	0.007219148269
405	0.007219006668
406	0.007219009076
407	0.007218921507
408	0.007218917207
409	0.007218896857
410	0.007218866569
411	0.007218865527
412	0.007218807197
413	0.007218811985
414	0.007218783354
415	0.007218763403
416	0.007218701651
417	0.007218669916
418	0.007218634651
419	0.00721862941
420	0.007218613413
421	0.007218587725
422	0.007218573574
423	0.007218543261
424	0.007202508055
425	0.007158413948
426	0.00712617282
427	0.007111798065
428	0.007111743722
429	0.007094307729
430	0.007067051144
431	0.007035899441
432	0.007019766353
433	0.007019766353
434	0.006995950678
435	0.006947134748
436	0.006927805354
437	0.006913540267
438	0.00687789396
439	0.006846443173
440	0.006846390507
441	0.006829055286
442	0.006816365458
443	0.006791723506
444	0.006769779806
445	0.006704551183
446	0.006704551183
447	0.006704551183
448	0.006704551183
449	0.006704551183
450	0.006704551183
451	0.006704551183
452	0.006704551183
453	0.006704551183
454	0.006704551183
455	0.006704551183
456	0.006704551183
457	0.006704551183
458	0.006680886682
459	0.006680886682
460	0.006653504546
461	0.006653488747
462	0.006653448772
463	0.006653430464
464	0.006653424294
465	0.006653427535
466	0.006653388128
467	0.006653383635
468	0.006653375667
469	0.006653375667
470	0.006653361771
471	0.006653359634
472	0.006653343917
473	0.006653334009
474	0.006653321573
475	0.006653323316
476	0.00665330831
477	0.00665330831
478	0.00665328145
479	0.00665328145
480	0.006653257511
481	0.006653273082
482	0.006653225764
483	0.00665317312
484	0.006653192163
485	0.006653178776
486	0.006653158909
487	0.006653149714
488	0.006653139207
489	0.006653132965
490	0.006653118932
491	0.006653112529
492	0.006653120823
493	0.006653085832
494	0.006653087904
495	0.006653071216
496	0.006653065992
497	0.006653071114
498	0.006653047445
499	0.006653044112
500	0.006653025259
501	0.006653033117
502	0.006653003584
503	0.00665300861
504	0.006653001578
505	0.006652991603
506	0.006652987066
507	0.006652963663
508	0.006652959788
509	0.006652959788
510	0.006652959788
511	0.006652959788
512	0.006652959788
513	0.006652959788
514	0.006652959788
515	0.006652959788
516	0.006652959788
517	0.006652959788
518	0.006652959788
519	0.006652959788
520	0.006652959788
521	0.006652959788
522	0.006652959788
523	0.006652959788
524	0.006652959788
525	0.006652959788
526	0.006652959788
527	0.006652954819
528	0.006652954819
529	0.006652954819
530	0.006652954819
531	0.006652954819
532	0.006652954819
533	0.006652946069
534	0.006652940926
535	0.006652918944
536	0.006652933657
537	0.006652921387
538	0.006652921387
539	0.006652921387
540	0.006652921387
541	0.006652921387
542	0.006652921387
543	0.006652921387
544	0.006615327287
545	0.006598329978
546	0.006598329978
547	0.006598306954
548	0.006598306954
549	0.006598260557
550	0.006492172254
551	0.006479886986
552	0.006418489323
553	0.006418488514
554	0.006407225517
555	0.006367295766
556	0.006358537328
557	0.006340344036
558	0.006340302473
559	0.006340300701
560	0.006340294859
561	0.00634010911
562	0.006340093819
563	0.006340097618
564	0.00634006419
565	0.006340065732
566	0.006340047534
567	0.006339997794
568	0.006339946252
569	0.006339920754
570	0.006339921569
571	0.006339912948
