iter	Passed	Remaining
926	14017	1103
927	14029	1088
928	14044	1073
929	14056	1058
930	14066	1042
931	14079	1027
932	14091	1011
933	14105	996
934	14130	982
935	14141	966
936	14152	951
937	14164	936
938	14176	920
939	14188	905
940	14200	890
941	14212	875
942	14224	859
943	14245	845
944	14256	829
945	14266	814
946	14280	799
947	14293	784
948	14306	768
949	14319	753
950	14331	738
951	14342	723
952	14355	707
953	14369	692
954	14383	677
955	14394	662
956	14406	647
957	14419	632
958	14429	616
959	14441	601
960	14453	586
961	14464	571
962	14475	556
963	14489	541
964	14501	525
965	14515	510
966	14526	495
967	14540	480
968	14553	465
969	14565	450
970	14577	435
971	14599	420
972	14612	405
973	14624	390
974	14645	375
975	14657	360
976	14671	345
977	14688	330
978	14699	315
979	14711	300
980	14723	285
981	14734	270
982	14750	255
983	14763	240
984	14774	224
985	14785	209
986	14796	194
987	14809	179
988	14819	164
989	14831	149
990	14843	134
991	14854	119
992	14864	104
993	14878	89
994	14890	74
995	14900	59
996	14911	44
997	14922	29
998	14934	14
999	14945	0
