iter	Passed	Remaining
438	2932	3747
439	2938	3739
440	2943	3731
441	2949	3724
442	2955	3716
443	2961	3708
444	2968	3702
445	2978	3700
446	2985	3693
447	3005	3703
448	3012	3696
449	3017	3688
450	3023	3680
451	3029	3672
452	3036	3666
453	3052	3671
454	3093	3705
455	3106	3706
456	3115	3702
457	3121	3694
458	3132	3692
459	3147	3694
460	3153	3687
461	3160	3680
462	3174	3682
463	3192	3687
464	3201	3683
465	3210	3679
466	3225	3681
467	3241	3685
468	3252	3682
469	3264	3681
470	3277	3680
471	3286	3676
472	3293	3668
473	3302	3664
474	3310	3658
475	3321	3656
476	3327	3648
477	3333	3640
478	3340	3633
479	3346	3625
480	3351	3616
481	3360	3610
482	3366	3603
483	3376	3600
484	3383	3592
485	3390	3585
486	3397	3578
487	3404	3571
488	3410	3563
489	3416	3556
490	3423	3549
491	3430	3541
492	3437	3534
493	3446	3530
494	3462	3532
495	3473	3529
496	3480	3522
497	3489	3517
498	3494	3508
499	3506	3506
500	3513	3499
501	3522	3494
502	3528	3486
503	3534	3478
504	3541	3471
505	3548	3463
506	3555	3457
507	3560	3448
508	3567	3441
509	3573	3433
510	3578	3424
511	3584	3416
512	3589	3407
513	3595	3399
514	3600	3391
515	3607	3384
516	3615	3377
517	3621	3369
518	3626	3361
519	3631	3351
520	3636	3343
521	3643	3336
522	3651	3330
523	3658	3323
524	3664	3315
525	3670	3307
526	3676	3299
527	3682	3291
528	3688	3284
529	3694	3276
530	3700	3268
531	3704	3258
532	3711	3252
533	3717	3243
534	3724	3236
535	3730	3229
536	3736	3221
537	3744	3215
538	3750	3207
539	3756	3200
540	3762	3192
541	3769	3185
542	3775	3177
543	3782	3170
544	3788	3162
545	3794	3155
546	3801	3147
547	3807	3140
548	3812	3132
549	3817	3123
550	3821	3114
551	3827	3106
552	3832	3098
553	3838	3090
554	3846	3084
555	3854	3078
556	3860	3070
557	3865	3062
558	3871	3054
559	3876	3045
560	3881	3037
561	3887	3029
562	3893	3021
563	3899	3014
564	3905	3006
565	3911	2999
566	3918	2992
567	3925	2985
568	3933	2979
569	3939	2971
570	3956	2972
571	3962	2964
572	3969	2958
573	3986	2958
574	3999	2956
575	4005	2948
576	4012	2941
577	4024	2938
578	4031	2931
579	4039	2925
580	4045	2917
581	4055	2912
582	4068	2909
583	4083	2909
584	4091	2902
585	4107	2901
586	4123	2901
587	4131	2894
588	4145	2892
589	4156	2888
590	4167	2883
591	4179	2880
592	4189	2875
593	4202	2872
594	4212	2867
595	4223	2863
596	4230	2855
597	4237	2848
598	4243	2840
599	4249	2833
600	4255	2825
601	4268	2821
602	4280	2817
603	4288	2811
604	4298	2806
605	4306	2800
606	4317	2795
607	4327	2789
608	4338	2785
609	4345	2778
610	4355	2772
611	4361	2764
612	4366	2756
613	4374	2750
614	4381	2742
615	4388	2735
616	4393	2727
617	4398	2718
618	4404	2711
619	4408	2702
620	4414	2693
621	4419	2685
622	4425	2678
623	4430	2669
624	4437	2662
625	4443	2654
626	4449	2647
627	4456	2639
628	4461	2631
629	4466	2623
630	4471	2614
631	4475	2606
632	4479	2597
633	4484	2588
634	4489	2580
635	4493	2572
636	4498	2563
637	4504	2555
638	4508	2547
639	4513	2538
640	4517	2530
641	4522	2521
642	4526	2512
643	4530	2504
644	4537	2497
645	4541	2488
646	4546	2480
647	4551	2472
648	4556	2464
649	4559	2455
650	4564	2446
651	4568	2438
652	4572	2429
653	4578	2422
654	4582	2413
655	4588	2406
656	4594	2398
657	4599	2390
658	4603	2382
659	4607	2373
660	4612	2365
661	4616	2356
662	4620	2348
663	4624	2339
664	4628	2331
665	4633	2323
666	4638	2315
667	4643	2307
668	4647	2299
669	4652	2291
670	4656	2283
671	4660	2274
672	4667	2267
673	4675	2261
674	4680	2253
675	4685	2245
676	4690	2237
677	4694	2229
678	4700	2221
679	4704	2213
680	4708	2205
681	4714	2198
682	4720	2190
683	4723	2182
684	4729	2175
685	4737	2168
686	4742	2160
687	4749	2153
688	4753	2145
689	4757	2137
690	4762	2129
691	4766	2121
692	4771	2113
693	4776	2106
694	4782	2098
695	4786	2090
696	4793	2083
697	4798	2076
698	4803	2068
699	4807	2060
700	4811	2052
701	4815	2044
702	4820	2036
703	4824	2028
704	4828	2020
705	4835	2013
706	4841	2006
707	4846	1998
708	4850	1990
709	4855	1983
710	4859	1975
711	4863	1967
712	4867	1959
713	4871	1951
714	4877	1944
715	4883	1936
716	4889	1929
717	4895	1922
718	4899	1914
719	4906	1907
720	4910	1900
721	4915	1892
722	4922	1885
723	4928	1878
724	4934	1871
725	4939	1864
726	4943	1856
727	4947	1848
728	4953	1841
729	4957	1833
730	4964	1826
731	4968	1819
732	4988	1817
733	4993	1809
734	4997	1801
735	5001	1794
736	5006	1786
737	5010	1778
738	5014	1771
739	5018	1763
740	5022	1755
741	5027	1747
742	5031	1740
743	5035	1732
744	5039	1724
745	5043	1717
746	5047	1709
747	5053	1702
748	5059	1695
749	5065	1688
750	5071	1681
751	5075	1673
752	5079	1666
753	5083	1658
754	5087	1650
755	5094	1644
756	5100	1637
757	5108	1630
758	5113	1623
759	5118	1616
760	5122	1608
761	5127	1601
762	5134	1594
763	5140	1587
764	5145	1580
765	5151	1573
766	5157	1566
767	5162	1559
768	5167	1552
769	5171	1544
770	5175	1537
771	5180	1530
772	5185	1522
773	5189	1515
774	5195	1508
775	5201	1501
776	5206	1494
777	5212	1487
778	5218	1480
779	5223	1473
780	5227	1465
781	5233	1458
782	5239	1451
783	5245	1445
784	5250	1438
785	5255	1430
786	5260	1423
787	5264	1416
788	5269	1409
789	5273	1401
790	5277	1394
791	5281	1387
792	5288	1380
793	5296	1374
794	5301	1367
795	5306	1359
796	5311	1352
797	5315	1345
798	5319	1338
799	5323	1330
800	5327	1323
801	5331	1316
802	5336	1309
803	5340	1301
804	5345	1294
805	5349	1287
806	5355	1280
807	5361	1273
808	5368	1267
809	5373	1260
810	5377	1253
811	5381	1246
812	5386	1238
813	5391	1231
814	5395	1224
815	5400	1217
816	5405	1210
817	5410	1203
818	5414	1196
819	5420	1189
820	5424	1182
821	5428	1175
822	5433	1168
823	5438	1161
824	5443	1154
825	5448	1147
826	5454	1140
827	5459	1134
828	5463	1126
829	5467	1119
830	5473	1113
831	5480	1106
832	5491	1100
833	5500	1094
834	5510	1088
835	5516	1082
836	5523	1075
837	5529	1068
838	5540	1063
839	5547	1056
840	5555	1050
841	5561	1043
842	5565	1036
843	5575	1030
844	5583	1024
845	5590	1017
846	5596	1010
847	5601	1004
848	5607	997
849	5611	990
850	5615	983
851	5619	976
852	5624	969
853	5628	962
854	5634	955
855	5639	948
856	5645	942
857	5653	935
858	5658	928
859	5664	922
860	5669	915
861	5674	908
862	5680	901
863	5686	895
864	5691	888
865	5698	881
866	5703	874
867	5711	868
868	5715	861
869	5720	854
870	5725	847
871	5729	841
872	5734	834
873	5741	827
874	5747	821
875	5752	814
876	5760	807
877	5764	801
878	5769	794
879	5773	787
880	5777	780
881	5782	773
882	5786	766
883	5791	759
884	5800	753
885	5806	747
886	5813	740
887	5818	733
888	5826	727
889	5832	720
890	5838	714
891	5844	707
892	5851	701
893	5857	694
894	5864	688
895	5872	681
896	5878	674
897	5885	668
898	5891	661
899	5897	655
900	5904	648
901	5912	642
902	5921	636
903	5928	629
904	5935	623
905	5940	616
906	5947	609
907	5954	603
908	5959	596
909	5964	589
910	5968	583
911	5974	576
912	5980	569
913	5985	563
914	5991	556
915	5999	550
916	6008	543
917	6029	538
918	6034	531
919	6039	525
920	6043	518
921	6048	511
922	6055	505
923	6060	498
924	6066	491
925	6070	485
926	6075	478
927	6080	471
928	6084	465
929	6089	458
930	6094	451
931	6098	444
932	6102	438
933	6107	431
934	6115	425
935	6121	418
936	6128	412
937	6133	405
938	6137	398
939	6142	392
940	6147	385
941	6151	378
942	6158	372
943	6165	365
944	6171	359
945	6177	352
946	6182	345
947	6187	339
948	6193	332
949	6198	326
950	6203	319
951	6207	312
952	6211	306
953	6216	299
954	6222	293
955	6227	286
956	6234	280
957	6239	273
958	6243	266
959	6247	260
960	6251	253
961	6256	247
962	6260	240
963	6265	233
964	6271	227
965	6275	220
966	6281	214
967	6286	207
968	6293	201
969	6298	194
970	6302	188
971	6306	181
972	6310	175
973	6315	168
974	6319	162
975	6324	155
976	6330	149
977	6335	142
978	6341	136
979	6349	129
980	6354	123
981	6358	116
982	6362	110
983	6367	103
984	6374	97
985	6381	90
986	6387	84
987	6392	77
988	6396	71
989	6402	64
990	6408	58
991	6413	51
992	6419	45
993	6425	38
994	6431	32
995	6436	25
996	6440	19
997	6444	12
998	6449	6
999	6453	0
